"NAME","CATEGORY","상가업소번호","상호명","상권업종대분류명","상권업종중분류명","시도명","시군구명","법정동명","지번주소","도로명","구우편번호","경도","위도","거리"
"유캔커피","비알코올 ","MA010120220804940418","유캔커피","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 51-1","서울특별시 마포구 마포대로",121715,126.9468731,37.54085949,343
"킹콩부대찌개마포도화점","한식","MA010120220804529647","킹콩부대찌개마포도화점","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 571","서울특별시 마포구 도화길",121815,126.9502323,37.54178144,336
"호미곶반상","한식","MA010120220804920231","호미곶반상","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 404","서울특별시 마포구 마포대로",121718,126.9521283,37.54618636,479
"마코토참치","일식","MA010120220804774077","마코토참치","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-2","서울특별시 마포구 도화길",121813,126.9478132,37.53999386,435
"마케집","일식","MA010120220805309752","마케집","음식","일식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 19-8","서울특별시 마포구 토정로37길",121875,126.9450785,37.54133905,357
"매일스시횟집","한식","MA010120220805009126","매일스시횟집","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 95-1","서울특별시 마포구 숭문길",121872,126.9455274,37.54802879,491
"운주당","한식","MA010120220805174805","운주당","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 582","서울특별시 마포구 큰우물로",121811,126.9434463,37.54313555,369
"서울쿠키와플샵","비알코올 ","MA010120220805136420","서울쿠키와플샵","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 563","서울특별시 마포구 마포대로",121815,126.9491392,37.54145635,307
"탕화쿵푸","중식","MA010120220805013936","탕화쿵푸","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-13","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"아비꼬","일식","MA010120220805073534","아비꼬","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 1-378","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"정통마라탕마포마라회관","중식","MA010120220805139191","정통마라탕마포마라회관","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473581,37.54258481,147
"글로벌허브아이앤디","기타 간이","MA010120220805223716","글로벌허브아이앤디","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 566","서울특별시 마포구 마포대로",121922,126.9497558,37.5418673,300
"마라탕&마라샹궈피슈마라홍탕","중식","MA010120220804960743","마라탕&마라샹궈피슈마라홍탕","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-42","서울특별시 마포구 삼개로",121813,126.9477172,37.53957853,481
"마포용강소곱창","한식","MA010120220805014085","마포용강소곱창","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 502","서울특별시 마포구 토정로31길",121070,126.9414648,37.54162207,591
"화끈네오징양","한식","MA010120220804813403","화끈네오징양","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 38-1","서울특별시 마포구 새창로",121812,126.9519841,37.54193215,451
"뺑스톡","한식","MA010120220804966122","뺑스톡","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 479","서울특별시 마포구 백범로31길",121862,126.948679,37.54521861,179
"육회어때","한식","MA010120220805039373","육회어때","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 159-8","서울특별시 마포구 백범로26길",121873,126.9459807,37.54557299,230
"에어리어커피","비알코올 ","MA010120220805053626","에어리어커피","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-13","서울특별시 마포구 만리재로",121758,126.9527505,37.54457901,467
"이놀로지","서양식","MA010120220804847648","이놀로지","음식","서양식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 255-2","서울특별시 마포구 대흥로",121809,126.9420562,37.5470156,593
"문가네정육식당","한식","MA010120220805044556","문가네정육식당","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-1","서울특별시 마포구 토정로",121875,126.9437739,37.53996681,548
"프랭크버거도화점","기타 간이","MA010120220804991363","프랭크버거도화점","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-3","서울특별시 마포구 도화길",121812,126.9489439,37.54085992,361
"엠케이장터국밥","한식","MA010120220804866579","엠케이장터국밥","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-10","서울특별시 마포구 만리재로",121803,126.9532456,37.54478163,514
"마라전설","중식","MA0101202209A0034056","마라전설","음식","중식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"역전우동0410마포대흥역점","일식","MA010120220805392096","역전우동0410마포대흥역점","음식","일식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-27","서울특별시 마포구 백범로",121872,126.9457313,37.54640874,320
"카페디카페이너공덕","비알코올 ","MA010120220805336290","카페디카페이너공덕","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473581,37.54258481,147
"공차","비알코올 ","MA010120220805306384","공차","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"백소정","일식","MA0101202209A0029661","백소정","음식","일식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 38-1","서울특별시 마포구 토정로35길",121875,126.9446455,37.5407495,432
"커피보노","비알코올 ","MA010120220805206874","커피보노","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"조이","한식","MA010120220805211180","조이","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 194-19","서울특별시 마포구 도화길",121812,126.95099,37.5418152,384
"에스아르엘하돈","일식","MA010120220805345097","에스아르엘하돈","음식","일식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 155-11","서울특별시 마포구 백범로",121873,126.9443989,37.54700053,441
"가치","한식","MA0101202209A0058823","가치","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 184-10","서울특별시 마포구 새창로6길",121812,126.9526384,37.54127119,538
"문스타파","서양식","MA010120220805352450","문스타파","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 26-1","서울특별시 마포구 새창로",121812,126.9526082,37.54181155,505
"오한수우육면가","기타 외국","MA010120220805290856","오한수우육면가","음식","기타 외국","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"더벤티대흥역점","비알코올 ","MA010120220805389658","더벤티대흥역점","음식","비알코올 ","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 183","서울특별시 마포구 백범로",121809,126.9430437,37.54761012,571
"마포고택","한식","MA010120220805367633","마포고택","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 336-1","서울특별시 마포구 도화길",121813,126.9484104,37.54017038,422
"던킨도너츠공덕역사점","기타 간이","MA010120220805420877","던킨도너츠공덕역사점","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-13","서울특별시 마포구 마포대로",121812,126.9521793,37.54253759,438
"샨샨","중식","MA010120220805376649","샨샨","음식","중식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 82-5","서울특별시 마포구 숭문길",121872,126.9453179,37.5484414,541
"아워홈프론트원","구내식당·뷔페","MA010120220805274522","아워홈프론트원","음식","구내식당·뷔페","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 254-5","서울특별시 마포구 마포대로",121744,126.9525468,37.54538814,473
"커피에반하다","비알코올 ","MA010120220805376837","커피에반하다","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-13","서울특별시 마포구 만리재로",121758,126.9527505,37.54457901,467
"안","한식","MA010120220805318649","안","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-5","서울특별시 마포구 토정로",121875,126.9441365,37.53993401,533
"곤트란쉐리에마포","기타 간이","MA0101202210A0003166","곤트란쉐리에마포","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 459","서울특별시 마포구 마포대로7길",121862,126.9523632,37.5471886,562
"와이스타브공덕","서양식","MA0101202209A0049822","와이스타브공덕","음식","서양식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"단정","서양식","MA010120220805353488","단정","음식","서양식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"술수","한식","MA010120220805336401","술수","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 241-24","서울특별시 마포구 백범로16안길",121809,126.9434687,37.54636148,450
"파리바게트마포","기타 간이","MA010120220805382133","파리바게트마포","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 384-19","서울특별시 마포구 마포대로7길",121805,126.9520406,37.54678928,512
"하모커피","비알코올 ","MA0101202212A0025489","하모커피","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 85-21","서울특별시 마포구 백범로21길",121872,126.9445819,37.54766894,492
"비앤씨매니아","비알코올 ","MA0101202209A0004392","비앤씨매니아","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 532","서울특별시 마포구 독막로",121729,126.9485799,37.54260471,172
"엔디에이치2","서양식","MA010120220805331275","엔디에이치2","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 182-6","서울특별시 마포구 도화길",121812,126.950338,37.54150305,365
"이여곰탕","한식","MA0101202212A0073141","이여곰탕","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"짐머만","비알코올 ","MA0101202301A0099831","짐머만","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-13","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"배달육회육회한가득","한식","MA0101202212A0070958","배달육회육회한가득","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473581,37.54258481,147
"금둥","한식","MA0101202212A0056151","금둥","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 245-12","서울특별시 마포구 백범로16안길",121809,126.9424459,37.54666769,543
"신한디엠화로연각","한식","MA0106202301A0035406","신한디엠화로연각","음식","한식","서울특별시","마포구","마포동","서울특별시 마포구 마포동 33-1","서울특별시 마포구 마포대로",121708,126.944812,37.53937239,557
"소정","서양식","MA0101202212A0012562","소정","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 183-20","서울특별시 마포구 새창로",121812,126.9517681,37.54200232,430
"팔공티마포","비알코올 ","MA0101202301A0074820","팔공티마포","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-4","서울특별시 마포구 새창로",121812,126.9517193,37.54225418,413
"찰나","한식","MA0101202212A0058023","찰나","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 478","서울특별시 마포구 백범로",121862,126.9492466,37.54428658,158
"신한디엠사케모토","한식","MA0106202301A0035405","신한디엠사케모토","음식","한식","서울특별시","마포구","마포동","서울특별시 마포구 마포동 33-1","서울특별시 마포구 마포대로",121708,126.944812,37.53937239,557
"우월소곱창마포","한식","MA0101202301A0071054","우월소곱창마포","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 556","서울특별시 마포구 마포대로",121815,126.9489463,37.54230161,218
"멘야마쯔리","일식","MA0101202209A0063930","멘야마쯔리","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 335-1","서울특별시 마포구 도화길",121813,126.9482397,37.54024094,412
"최씨컴퍼니유진","한식","MA0101202301A0059691","최씨컴퍼니유진","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 157-5","서울특별시 마포구 백범로24길",121873,126.9455705,37.54577657,270
"목동명품등갈비","한식","MA0101202301A0085365","목동명품등갈비","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 51-1","서울특별시 마포구 마포대로",121715,126.9468731,37.54085949,343
"하나둘셋","비알코올 ","MA0101202301A0058351","하나둘셋","음식","비알코올 ","서울특별시","마포구","용강동","서울특별시 마포구 용강동 508","서울특별시 마포구 토정로31길",121070,126.9431591,37.54183548,448
"라운지엑스마포","한식","MA0106202301A0036054","라운지엑스마포","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 254-5","서울특별시 마포구 마포대로",121744,126.9525468,37.54538814,473
"택이네조개전골","한식","MA0101202212A0036464","택이네조개전골","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-21","서울특별시 마포구 삼개로",121813,126.9477835,37.53968724,469
"김앤김대게","한식","MA0106202301A0035387","김앤김대게","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"이치류","서양식","MA0101202212A0074496","이치류","음식","서양식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"치즈테이블Cheesetable","서양식","MA0101202212A0046680","치즈테이블Cheesetable","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 269","서울특별시 마포구 삼개로1길",121813,126.9487238,37.53961452,488
"틈새라면","기타 간이","MA0101202209A0027064","틈새라면","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-17","서울특별시 마포구 도화길",121812,126.9494047,37.54108027,355
"더플레이스공덕해링턴점","기타 간이","MA0106202301A0926443","더플레이스공덕해링턴점","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-13","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"계모임마포","한식","MA0101202302A0028219","계모임마포","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 112-2","서울특별시 마포구 토정로",121875,126.9422063,37.54119622,557
"한스케익","기타 간이","MA0106202301A2135434","한스케익","음식","기타 간이","서울특별시","마포구","신공덕동","서울특별시 마포구 신공덕동 171","서울특별시 마포구 백범로",121802,126.9524467,37.5428373,450
"마더스아뜰리에카페","비알코올 ","MA0101202302A0006406","마더스아뜰리에카페","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 292-20","서울특별시 마포구 마포대로",121728,126.9461376,37.53924907,532
"나스커피","비알코올 ","MA0101202302A0019651","나스커피","음식","비알코올 ","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-2","서울특별시 마포구 토정로",121875,126.9442077,37.53970038,551
"정정당당","한식","MA0106202301A0223224","정정당당","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 50-1","서울특별시 마포구 토정로",121875,126.9426724,37.54024529,590
"카페,인","비알코올 ","MA0101202302A0014854","카페,인","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"다람제과","비알코올 ","MA0101202303A0115616","다람제과","음식","비알코올 ","서울특별시","마포구","신공덕동","서울특별시 마포구 신공덕동 172","서울특별시 마포구 백범로",121802,126.9540131,37.54411265,573
"헬로크랩","한식","MA0101202303A0089030","헬로크랩","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 161-3","서울특별시 마포구 독막로",121874,126.9447304,37.54516537,283
"죽이야기","한식","MA0101202302A0056213","죽이야기","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454926,37.54005426,464
"나이스샐러드","기타 간이","MA0101202303A0099672","나이스샐러드","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 553","서울특별시 마포구 독막로",121748,126.9493666,37.54299015,192
"연미옥","한식","MA0101202303A0107907","연미옥","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 142-11","서울특별시 마포구 숭문2길",121872,126.9460966,37.54698866,365
"나루","일식","MA0101202303A0102454","나루","음식","일식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 242-1","서울특별시 마포구 백범로20길",121809,126.9433301,37.54655847,473
"캐스크파트너스마포","서양식","MA0101202303A0090475","캐스크파트너스마포","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473708,37.54248581,158
"우유소년단","기타 간이","MA0101202302A0048747","우유소년단","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-27","서울특별시 마포구 백범로",121872,126.9457313,37.54640874,320
"제비파스타&리조또","서양식","MA0101202303A0082517","제비파스타&리조또","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"패스트프룻","비알코올 ","MA0101202303A0108947","패스트프룻","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 479","서울특별시 마포구 백범로31길",121862,126.9486785,37.54525465,182
"홍도","서양식","MA0101202303A0119020","홍도","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-1","서울특별시 마포구 도화길",121813,126.9478801,37.54006654,428
"숙성육관by해봉","한식","MA0101202303A0030851","숙성육관by해봉","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 173-29","서울특별시 마포구 토정로37길",121874,126.9466889,37.54269598,153
"불끈","일식","MA0101202303A0082111","불끈","음식","일식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 512","서울특별시 마포구 토정로35길",121070,126.9439136,37.54049067,495
"카페엠","한식","MA0106202301A1898904","카페엠","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-13","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"마키노차야","한식","MA0106202301A1898903","마키노차야","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-13","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"리틀힐브루어스","비알코올 ","MA0101202303A0087830","리틀힐브루어스","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 164-4","서울특별시 마포구 독막로",121874,126.9460037,37.54474424,163
"다녹","비알코올 ","MA0101202303A0101780","다녹","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482545,37.54482738,122
"구백냥곱창","한식","MA0106202301A1593004","구백냥곱창","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 204-10","서울특별시 마포구 삼개로",121813,126.9475947,37.53863134,586
"수라청가든","한식","MA0101202303A0012727","수라청가든","음식","한식","서울특별시","마포구","마포동","서울특별시 마포구 마포동 33-1","서울특별시 마포구 마포대로",121708,126.944812,37.53937239,557
"삼덕통닭","기타 간이","MA0101202301A0072868","삼덕통닭","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 559","서울특별시 마포구 마포대로",121784,126.9472158,37.54143922,275
"덤벨푸드","기타 간이","MA0101202303A0108093","덤벨푸드","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 560","서울특별시 마포구 독막로",121815,126.947862,37.54295873,109
"투썸플레이스마포대로점","비알코올 ","MA0106202301A1142350","투썸플레이스마포대로점","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 573","서울특별시 마포구 마포대로",121815,126.9482852,37.54183619,239
"대도함흥냉면","한식","MA0101202303A0050942","대도함흥냉면","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 21","서울특별시 마포구 토정로37길",121875,126.944727,37.54138997,372
"마포꽃새우활어회","한식","MA0101202305A0008535","마포꽃새우활어회","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 202-1","서울특별시 마포구 삼개로",121813,126.9476352,37.5389741,548
"사위식당","한식","MA0101202305A0185444","사위식당","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"청년치킨","기타 간이","MA0101202305A0102167","청년치킨","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-30","서울특별시 마포구 만리재로",121803,126.953732,37.54479495,557
"고망고대흥역점","비알코올 ","MA0101202303A0014650","고망고대흥역점","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-8","서울특별시 마포구 백범로25길",121872,126.9461969,37.54629576,291
"오타코","서양식","MA0101202303A0060044","오타코","음식","서양식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 260","서울특별시 마포구 백범로",121809,126.9424357,37.54738843,593
"크런치샌드위치","비알코올 ","MA0101202305A0130270","크런치샌드위치","음식","비알코올 ","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 328-17","서울특별시 마포구 독막로38길",121810,126.9413366,37.54588285,588
"족발샾","한식","MA0101202305A0040043","족발샾","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 154-8","서울특별시 마포구 백범로",121873,126.9454352,37.54654125,346
"바바","서양식","MA0101202305A0139638","바바","음식","서양식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-2","서울특별시 마포구 토정로",121875,126.9442077,37.53970038,551
"매머드익스프레스공덕","비알코올 ","MA0101202303A0003711","매머드익스프레스공덕","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-2","서울특별시 마포구 새창로",121812,126.9515829,37.54229802,400
"어반뭉티기","한식","MA0101202305A0051293","어반뭉티기","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 325","서울특별시 마포구 도화2안길",121813,126.9486185,37.53985687,460
"더벤티마포트라","비알코올 ","MA0101202305A0023490","더벤티마포트라","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 559","서울특별시 마포구 마포대로",121784,126.9472158,37.54143922,275
"바이브","서양식","MA0101202303A0060481","바이브","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 38-2","서울특별시 마포구 새창로",121812,126.9520975,37.54191514,460
"위드그린팜","중식","MA0101202303A0047749","위드그린팜","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-14","서울특별시 마포구 도화길",121812,126.9494381,37.54112562,352
"봉평메밀국수","한식","MA0101202303A0035624","봉평메밀국수","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 550","서울특별시 마포구 도화길",121772,126.9496066,37.53959535,513
"파란만잔","비알코올 ","MA0101202305A0121384","파란만잔","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 559","서울특별시 마포구 마포대로",121784,126.9472158,37.54143922,275
"미나리","한식","MA0101202305A0135015","미나리","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-30","서울특별시 마포구 만리재로",121803,126.953732,37.54479495,557
"달빛타코","서양식","MA0101202305A0108342","달빛타코","음식","서양식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-27","서울특별시 마포구 백범로",121872,126.9457313,37.54640874,320
"동네파스타","서양식","MA0101202302A0104588","동네파스타","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 51-1","서울특별시 마포구 마포대로",121715,126.9468731,37.54085949,343
"매머드익스프레스공덕","비알코올 ","MA0101202305A0033660","매머드익스프레스공덕","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 371","서울특별시 마포구 마포대로",121762,126.9511282,37.5456819,375
"국밥특공대도화점","한식","MA0101202303A0032128","국밥특공대도화점","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 37","서울특별시 마포구 마포대로",121732,126.9470781,37.53996028,440
"비바","서양식","MA0101202305A0017040","비바","음식","서양식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 120-2","서울특별시 마포구 토정로31길",121876,126.9424421,37.54132448,531
"찬란한아구공덕","한식","MA0101202305A0016944","찬란한아구공덕","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-13","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"도화국수","한식","MA0101202305A0038529","도화국수","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"회기버거마포","기타 간이","MA0101202305A0019824","회기버거마포","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-8","서울특별시 마포구 백범로25길",121872,126.9461969,37.54629576,291
"고레카레","일식","MA0101202305A0015204","고레카레","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-45","서울특별시 마포구 삼개로",121813,126.9476842,37.53950615,489
"소으니","비알코올 ","MA0101202305A0146528","소으니","음식","비알코올 ","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 196-2","서울특별시 마포구 백범로",121809,126.9436483,37.54726413,506
"본죽&비빔밥","한식","MA0101202303A0047827","본죽&비빔밥","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 559","서울특별시 마포구 마포대로",121784,126.9472158,37.54143922,275
"보배반점","중식","MA0101202305A0181941","보배반점","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 182-2","서울특별시 마포구 도화4길",121812,126.9506787,37.54141598,393
"찌마기","한식","MA0101202305A0090724","찌마기","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-27","서울특별시 마포구 백범로",121872,126.9457313,37.54640874,320
"이모네","기타 간이","MA0101202305A0077565","이모네","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 373-1","서울특별시 마포구 마포대로7길",121860,126.9516343,37.54751551,541
"모모카페","비알코올 ","MA0101202305A0123318","모모카페","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 563","서울특별시 마포구 마포대로",121815,126.9491411,37.54132121,321
"전주밥차","한식","MA0101202303A0058986","전주밥차","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 168-9","서울특별시 마포구 독막로",121749,126.9474628,37.54399137,11
"일레븐그릴","한식","MA0106202304A0414424","일레븐그릴","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 502","서울특별시 마포구 토정로31길",121070,126.9414648,37.54162207,591
"노모어피자","기타 간이","MA0101202306A0035602","노모어피자","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482545,37.54482738,122
"투뿔육회","한식","MA0101202305A0133190","투뿔육회","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9463017,37.54125986,313
"엠피와이제이","한식","MA0101202305A0060897","엠피와이제이","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 43-6","서울특별시 마포구 토정로",121875,126.9429512,37.54053612,550
"키친인큐베이터카페테리아","한식","MA0101202305A0050474","키친인큐베이터카페테리아","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 370-4","서울특별시 마포구 백범로31길",121757,126.9498579,37.54668879,372
"킹콩크루2020솜솜","한식","MA0101202306A0013677","킹콩크루2020솜솜","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 159-7","서울특별시 마포구 백범로26길",121873,126.9460251,37.54563646,234
